episode_window_idx,percentile,real_action_magnitude,block_motion,agent_motion,contact_change,history_slot_stability
7578,87.5,3.0420637130737305,0.0,102.74772644042969,0.0,0.9236408472061157
2821,68.75,3.22027325630188,96.89954376220703,70.98334503173828,2.0,0.9241608679294586
5326,15.625,2.912797212600708,106.68609619140625,94.08199310302734,1.0,0.9257043600082397
7623,84.375,3.5234270095825195,60.02228927612305,54.609580993652344,0.0,0.926356852054596
7267,78.125,3.4376871585845947,16.193899154663086,131.15968322753906,1.0,0.9237306714057922
6274,3.125,3.3260951042175293,80.1141357421875,112.72986602783203,0.0,0.9245476722717285
5228,84.375,3.8171913623809814,0.0,58.24735641479492,0.0,0.925512969493866
6662,56.25,3.0161664485931396,78.92548370361328,53.94687271118164,0.0,0.9250485599040985
7208,21.875,2.51646089553833,0.0,44.087318420410156,0.0,0.9265581965446472
2085,50.0,2.337454319000244,1.0217936038970947,70.03209686279297,0.0,0.9263253509998322
6826,65.625,3.1359546184539795,0.0,66.01844787597656,0.0,0.9259936213493347
576,25.0,3.2864620685577393,94.57342529296875,119.56920623779297,2.0,0.9250856637954712
6175,6.25,3.114434003829956,0.0,13.734485626220703,0.0,0.9258754849433899
7940,53.125,2.65022611618042,21.53894805908203,65.75,1.0,0.9249220192432404
1977,93.75,3.5190646648406982,0.0,99.53470611572266,0.0,0.9228805601596832
4288,71.875,2.9443488121032715,1.040015459060669,41.264347076416016,1.0,0.9258484542369843
24,18.75,2.5347020626068115,24.70018196105957,38.73048782348633,1.0,0.9241436421871185
1109,34.375,3.1284444332122803,0.0,100.14173889160156,0.0,0.9278186559677124
48,75.0,3.586127758026123,12.155887603759766,69.82614135742188,0.0,0.9242164492607117
2847,34.375,3.234410047531128,0.0,144.5366973876953,1.0,0.9264893531799316
5128,78.125,2.7094287872314453,0.0,35.27585983276367,0.0,0.9246257245540619
6101,68.75,3.446798324584961,0.0,127.477783203125,0.0,0.9235659539699554
5409,100.0,4.295481204986572,132.4867401123047,164.97900390625,1.0,0.9241155982017517
